https://www.realtor.ca/real-estate/24189684/1167-tower-road-halifax-halifax,"$419,900 ","1167 Tower Road, Halifax, Nova Scotia",2 + 0,1,ViewPoint Realty
https://www.realtor.ca/real-estate/24189685/lot-6-95-tuscany-run-timberlea-timberlea,"$769,900 ","Lot 6 95 Tuscany Run, Timberlea, Nova Scotia",3 + 0,4,Sutton Group Professional Realty - A549
https://www.realtor.ca/real-estate/24189389/77-bissett-road-cole-harbour-cole-harbour,"$389,900 ","77 Bissett Road, Cole Harbour, Nova Scotia",2 + 1,2,Sutton Group Professional Realty - A549
https://www.realtor.ca/real-estate/24189290/44-macintosh-road-middle-sackville-middle-sackville,"$319,000 ","44 MacIntosh Road, Middle Sackville, Nova Scotia",3 + 1,2,BORDEN REAL ESTATE LIMITED - A586
https://www.realtor.ca/real-estate/24189386/141-fiona-lane-lucasville-lucasville,"$699,900 ","141 Fiona Lane, Lucasville, Nova Scotia",3 + 1,4,ViewPoint Realty
https://www.realtor.ca/real-estate/24189387/91-cavendish-drive-lower-sackville-lower-sackville,"$469,000 ","91 Cavendish Drive, Lower Sackville, Nova Scotia",3 + 1,2,Century 21 Trident Realty Ltd.
https://www.realtor.ca/real-estate/24189388/114-armcrest-drive-lower-sackville-lower-sackville,"$309,900 ","114 Armcrest Drive, Lower Sackville, Nova Scotia",0 + 3,2,RE/MAX Nova
https://www.realtor.ca/real-estate/24189390/411-116-larry-uteck-boulevard-halifax-halifax,"$509,900 ","411 116 Larry Uteck Boulevard, Halifax, Nova Scotia",3 + 0,2,Keller Williams Select Realty
https://www.realtor.ca/real-estate/24189291/35-macbeth-road-plymouth-plymouth,"$484,500 ","35 MacBeth Road, Plymouth, Nova Scotia",3 + 0,3,Blinkhorn Real Estate Ltd.
https://www.realtor.ca/real-estate/24188946/92-waterstone-run-lucasville-lucasville,"$500,000 ","92 Waterstone Run, Lucasville, Nova Scotia",3 + 0,4,Exit Realty Metro
https://www.realtor.ca/real-estate/24188944/lot-1076-42-grosse-street-lovett-lake-beechville-beechville,"$749,000 ","Lot 1076 - 42 Grosse Street, Lovett Lake, Beechville, Nova Scotia",3 + 1,4,Royal LePage Atlantic
https://www.realtor.ca/real-estate/24188945/407-85-spinnaker-drive-halifax-halifax,"$467,000 ","407 85 Spinnaker Drive, Halifax, Nova Scotia",2 + 0,2,Priority 1 Real Estate
https://www.realtor.ca/real-estate/24189180/23-glenwood-avenue-dartmouth-dartmouth,"$349,900 ","23 GLENWOOD Avenue, Dartmouth, Nova Scotia",3 + 0,2,Realty Connect Ltd.
https://www.realtor.ca/real-estate/24188943/78-stonehurst-road-blue-rocks-blue-rocks,"$499,000 ","78 Stonehurst Road, Blue Rocks, Nova Scotia",2 + 0,1,Keller Williams Select Realty (Lunenburg)
https://www.realtor.ca/real-estate/24189181/18-hospital-hill-road-garden-lots-garden-lots,"$599,000 ","18 Hospital Hill Road, Garden Lots, Nova Scotia",3 + 0,2,ViewPoint Realty Services Inc.(Lunenburg)
https://www.realtor.ca/real-estate/24188639/85-anchor-drive-halifax-halifax,"$999,000 ","85 Anchor Drive, Halifax, Nova Scotia",3 + 0,3,Bryant Realty Atlantic
https://www.realtor.ca/real-estate/24188642/2913-ostrea-lake-road-pleasant-point-pleasant-point,"$699,900 ","2913 Ostrea Lake Road, Pleasant Point, Nova Scotia",3 + 0,2,Keller Williams Select Realty
https://www.realtor.ca/real-estate/24188782/28-club-lane-wilmot-wilmot,"$437,000 ","28 Club Lane, Wilmot, Nova Scotia",3 + 0,2,ViewPoint Realty Services Inc.(Greenwood)
https://www.realtor.ca/real-estate/24188640/561-gould-road-burlington-burlington,"$129,900 ","561 Gould Road, Burlington, Nova Scotia",1 + 0,1,Royal LePage Atlantic (New Minas)
https://www.realtor.ca/real-estate/24188641/249-291-j-ramsey-road-wittenburg-wittenburg,"$324,900 ","249 & 291 J Ramsey Road, Wittenburg, Nova Scotia",1 + 0,1,Hants Realty Ltd.
https://www.realtor.ca/real-estate/24188780/88-almont-avenue-new-glasgow-new-glasgow,"$229,000 ","88 Almont Avenue, New Glasgow, Nova Scotia",3 + 0,2,J.F. MacIvor Properties
https://www.realtor.ca/real-estate/24188510/62-main-street-hantsport-hantsport,"$350,000 ","62 Main Street, Hantsport, Nova Scotia",6 + 0,2,Exit Realty Town & Country
https://www.realtor.ca/real-estate/24188253/14-marilyn-court-kingston-kingston,"$485,000 ","14 Marilyn Court, Kingston, Nova Scotia",4 + 0,2,Exit Realty Town & Country
https://www.realtor.ca/real-estate/24188254/233-ritcey-crescent-dartmouth-dartmouth,"$729,900 ","233 Ritcey Crescent, Dartmouth, Nova Scotia",6 + 0,4,Royal LePage Atlantic (Dartmouth)
https://www.realtor.ca/real-estate/24188255/158-middle-village-road-west-dover-west-dover,"$279,900 ","158 Middle Village Road, West Dover, Nova Scotia",3 + 0,1,Royal LePage Atlantic (New Minas)
https://www.realtor.ca/real-estate/24188507/60-haven-drive-bridgewater-bridgewater,"$159,900 ","60 Haven Drive, Bridgewater, Nova Scotia",2 + 0,1,RE/MAX South Shore Realty(1989) Ltd-Bridgewater
https://www.realtor.ca/real-estate/24188506/1-brooklyn-shore-road-brooklyn-brooklyn,"$469,000 ","1 Brooklyn Shore Road, Brooklyn, Nova Scotia",4 + 0,3,PG Direct Realty Ltd.
https://www.realtor.ca/real-estate/24188023/190-main-street-liverpool-liverpool,"$799,900 ","190 Main Street, Liverpool, Nova Scotia",8 + 0,8,Royal LePage Atlantic
https://www.realtor.ca/real-estate/24188099/68-bedford-hills-road-bedford-bedford,"$499,900 ","68 Bedford Hills Road, Bedford, Nova Scotia",2 + 2,2,Royal LePage Anchor Realty
